customer_id,country_code,account_creation_method
d7adf2da,US,desktop
e9d29d7b,JP,desktop
a5c874db,DK,unknown
6f062cd9,US,desktop
87143432,VI,desktop
faca9d5d,US,desktop
6e006122,MY,desktop
6e968d0f,US,desktop
39d02c3f,FR,desktop
67c4a832,FR,desktop
3f5c1e38,AU,desktop
bec70b31,US,desktop
a40d38a1,BR,mobile
5e4bfd50,US,desktop
7ec77c51,BR,desktop
7ac3e166,CA,unknown
9ec008c9,DK,desktop
1c0a892e,US,desktop
dc4c423f,DE,desktop
6b6577e8,IL,desktop
eb5d569b,SE,desktop
65092c76,US,desktop
e748e3c5,US,desktop
0b2503c4,GB,desktop
73a5aeb6,TR,desktop
7ff9a97f,CA,desktop
8faa491c,BR,desktop
74ecfa6c,AU,desktop
4dc2bfd1,GB,desktop
86185de2,GB,desktop
c2c73b72,US,desktop
ae76ecf9,GB,desktop
55bc0591,US,desktop
1ef86c85,NO,desktop
1dd16c66,IN,desktop
4ddefaa1,US,mobile
586e1d97,US,desktop
e8bdf566,MA,desktop
5916f6c4,US,desktop
304a2228,US,desktop
eff91920,GB,desktop
d5f298ea,GB,desktop
5d9c49ad,AU,desktop
342330f8,US,desktop
de93306b,US,mobile
09ac1900,ES,desktop
a0b92296,US,desktop
b234a6c1,GB,desktop
98b98eea,FR,desktop
e406e269,NZ,desktop
a87b2e93,US,mobile
6ec71224,US,desktop
8adbebb9,DK,desktop
cadda7ab,FR,desktop
f62775df,AU,desktop
ab183697,US,desktop
82637ec4,US,desktop
260cfa1a,CZ,desktop
07075b9d,US,desktop
57a62d3f,US,mobile
efe65f9b,BY,unknown
99530647,NZ,desktop
a49daee0,JP,desktop
40e88139,US,desktop
6a8a9b2d,CA,desktop
382711c2,DE,desktop
1fd1a664,CA,desktop
93316170,US,desktop
cc9539c2,PL,desktop
076ffa39,CA,desktop
994e3cab,DE,desktop
a6f01e23,US,desktop
02e6c7d8,FR,desktop
04c37325,US,desktop
6ca40ea9,US,desktop
9012dfc0,US,desktop
fb36477c,US,desktop
ac11acda,LK,desktop
f6903a1a,AU,desktop
d5c4acd1,AU,desktop
0fd6fc3b,AU,desktop
0aa176ad,US,desktop
fecd81e8,US,desktop
faa1cc3a,ZA,desktop
b4a8ac7a,AT,desktop
d6efbbb1,UA,desktop
04686fab,US,desktop
881bf3bf,DE,desktop
39028000000,CZ,desktop
e8dbd3a0,US,desktop
85751e1b,US,desktop
b4e7db3f,CO,unknown
3a884197,PT,desktop
ce1f9267,GB,mobile
03b9dddc,IN,desktop
ff75400a,KR,desktop
2a0f2b45,CA,desktop
4c315bfa,US,desktop
30869260,JP,desktop
1c11fffd,US,mobile
d66868fd,AU,desktop
556ab848,US,desktop
00a10f8c,US,desktop
cab6cc3b,US,desktop
bca1b52c,US,unknown
5933023,CH,desktop
022960de,US,desktop
2bf623b0,US,desktop
be6c30fc,TW,desktop
b328829e,US,desktop
8f6d639c,US,desktop
2459465c,FR,unknown
69c80912,US,desktop
2deb572f,DE,desktop
d815cf35,US,desktop
4d2e01a8,DE,desktop
0c334063,IT,desktop
63bd4cab,FR,desktop
26c92654,US,desktop
308fe3f3,SI,desktop
943f541a,US,desktop
c4adacf7,DE,desktop
835b13e0,US,desktop
7a69335a,US,unknown
7c03f034,US,desktop
f3a18132,AU,desktop
14d78c65,NL,desktop
3d07b19b,US,unknown
675fb8e5,CA,mobile
7269f4b6,US,desktop
40d5b832,DE,desktop
3fa8a0ef,US,desktop
69c82174,US,desktop
516ea24f,BR,desktop
0cc376de,PE,desktop
76f8fec1,BE,desktop
3e2cdbb6,JP,desktop
5eaa0b82,CH,desktop
846fa5dd,US,unknown
eb2104e8,US,desktop
27eb466c,US,desktop
4491928b,NL,tablet
0df65ebd,GB,desktop
2a5dbbf9,US,desktop
ca52263b,CH,desktop
805dbeb3,IT,desktop
81d5d3e0,DK,desktop
313729c6,US,desktop
b3dcc334,IN,desktop
09e8e472,GB,desktop
4d8f4e44,US,desktop
1084a90a,HU,desktop
78d0ccd1,IN,desktop
ca2b20bd,GB,desktop
a8a27a7d,US,desktop
3fedbd61,AU,desktop
500abfb6,GR,desktop
f3785e2f,US,desktop
4386bc7c,FR,desktop
51455ff2,IT,desktop
0107c44c,DE,desktop
ca0c4924,US,desktop
7cd8f2ad,CA,mobile
bb76881d,LK,desktop
879d4944,GB,desktop
27051174,AT,desktop
ba3bf127,EG,desktop
f773e692,NL,desktop
a07fc06e,GB,desktop
5f967c9f,TR,desktop
26b33109,US,desktop
cfe0aa7c,GB,desktop
5822c01e,US,desktop
c00335d0,CA,desktop
7f106cbf,US,desktop
4ed06c7d,GB,desktop
f1c9b293,FR,desktop
03e6e947,GB,desktop
d955017a,RO,desktop
a522617a,US,desktop
f4e23927,US,desktop
7a38a555,MX,desktop
d5618d61,JP,desktop
9033bce3,US,desktop
93f73f85,GB,unknown
229f90e3,US,desktop
6951a990,PE,mobile
7b19f898,BR,desktop
2fe2a367,US,desktop
d086f1aa,PT,desktop
b1b41105,US,mobile
1d04481e,PE,desktop
effcc000,US,desktop
78245ad6,IN,desktop
7a98923f,DE,desktop
ecab60e0,GB,desktop
1984a5d6,JP,unknown
b7f69a7f,NZ,desktop
5a5d4e6e,US,desktop
2161cd42,NZ,desktop
eaa68dfc,GB,desktop
7a3dc990,ES,unknown
6ab720c6,JP,desktop
a40ba5a2,US,desktop
404cd6bd,AE,mobile
ef5f2fb5,SE,desktop
0b07b1ee,US,desktop
122b6fd3,PL,desktop
8ab3a384,BR,desktop
185974,BE,desktop
e612b79e,AR,desktop
ccd61434,US,mobile
63f4fc90,DE,desktop
f97fa921,US,desktop
528dce8c,DE,desktop
ab857200,US,desktop
662f5478,US,desktop
aff8c422,RU,desktop
d92543a4,TR,desktop
7d011757,TH,desktop
9b6af38d,US,mobile
afd34698,US,mobile
3bc881aa,GB,desktop
e11448a6,US,desktop
d6f13382,US,desktop
626f19ef,DE,desktop
62a4b1d2,US,desktop
b2366340,IE,desktop
0dbd0a39,US,desktop
cb6eed34,US,desktop
b0e6ba02,US,desktop
736f14b5,MY,desktop
eafecfd5,US,desktop
42edad8a,,unknown
12984909,IE,desktop
6a5c0a28,US,desktop
52d9eb86,US,desktop
78652800000,GB,desktop
97d4f616,CA,mobile
bf481245,US,desktop
4bcb6d13,US,desktop
04d6c8ed,US,mobile
e1524e79,NZ,desktop
840579ac,FR,desktop
3ae5be90,US,desktop
658079db,CA,desktop
9aff14bd,US,desktop
c626ce5a,US,desktop
ba5e40bf,US,desktop
9850883e,IT,desktop
13a4afff,US,mobile
6ee02743,MX,desktop
5c1ecfa3,CA,desktop
965a968d,US,mobile
6487258f,IT,desktop
a95c3f31,ES,desktop
1cde18a5,DK,desktop
62fc8c84,US,desktop
a2f74aee,US,desktop
fe68a0b2,US,mobile
65ce4369,US,desktop
d86e29d7,US,desktop
0dcb6f8b,AU,tablet
596e85bf,RU,desktop
82c3616c,US,desktop
16ce401e,NL,desktop
15d3f74f,US,desktop
b7d6f52a,US,tablet
12e3d3e7,US,desktop
776d6355,US,desktop
fe154fbf,US,desktop
a335cd4a,FI,desktop
8fd76317,US,desktop
4b9ae07b,BR,desktop
2c20fe6e,IL,desktop
fdb108ee,US,desktop
4fa40944,US,desktop
3595813,US,desktop
114452db,US,desktop
617e0cf2,FR,desktop
dda25063,US,desktop
90aac7cc,US,desktop
3b696704,BG,desktop
c583de45,US,desktop
dbb7aa2c,BR,desktop
e1cf486a,FR,desktop
13ee35a0,GB,desktop
f8674804,ZA,desktop
b124e39f,IN,desktop
25db1449,ES,desktop
dc1222c8,BR,desktop
88eb110f,EG,desktop
4f3e6574,DK,unknown
a368aa90,FR,desktop
b064d443,US,desktop
cd281f56,US,desktop
5de6053a,US,desktop
45333844,IN,desktop
d55fc711,US,desktop
5075cd78,US,desktop
b8921be0,GB,desktop
9da3d750,US,desktop
ce27daa4,CA,mobile
22e0e169,ZA,desktop
dc505e2b,NL,desktop
667e39be,CA,desktop
6fc6617d,US,desktop
69297edb,EC,desktop
d93fa81d,US,mobile
d88e1acf,US,mobile
9617ae0c,AU,desktop
ce65f226,AU,mobile
d8a16609,CA,desktop
c07dbd2d,US,desktop
542e455b,US,desktop
4ce3061a,US,desktop
569490f0,MY,desktop
85b8626f,US,desktop
b40153de,DE,desktop
5aafb50c,US,desktop
b7dafba0,US,desktop
811909c2,IE,desktop
84efc912,JP,desktop
867bd77d,US,desktop
eb6fc262,GB,desktop
f155d833,AU,desktop
ec2b3866,US,mobile
cea0ce47,ZA,desktop
3cc265d4,US,desktop
b9df2d42,JP,mobile
24b69465,US,desktop
4faf03bf,US,desktop
b1f3fb20,US,desktop
91a29fbf,AU,desktop
831a8c77,US,mobile
71b50db0,US,desktop
4ff7f586,US,desktop
15c4ef75,US,desktop
2c189e02,PT,desktop
cd0c1f74,US,desktop
bbb91af7,US,desktop
40031d7c,BE,desktop
dbda9ec3,AU,desktop
271d3e6f,US,desktop
441c225a,ZA,desktop
6d82f8fe,US,desktop
8e60c8ec,US,desktop
d8d007f3,US,desktop
dece131e,US,desktop
4b6faaea,GB,desktop
42b841cd,DE,desktop
d51cecb3,GB,desktop
29fef72a,NL,desktop
890f6793,US,desktop
ae998206,US,desktop
5b67897e,CA,desktop
b5e50652,US,desktop
eb667fcd,IT,desktop
ec92a8f8,US,desktop
71ad386b,US,desktop
c94a873d,AU,desktop
fa484228,HK,mobile
8453a9a1,NL,desktop
5137fe47,JP,desktop
d014f536,US,desktop
8b967611,GB,desktop
78612847,GB,desktop
ff79712c,US,desktop
43f6f8ab,DE,desktop
08f6e0db,US,mobile
f30df505,IT,desktop
266cf549,FR,desktop
d7f99c73,JP,desktop
6462644,AU,desktop
e2ffdaff,GB,desktop
23abe81e,BS,desktop
31da2399,US,desktop
24b3a805,US,desktop
2534d594,US,desktop
fc1a646a,US,unknown
05ae3208,DE,desktop
ee128495,US,desktop
29f32f9a,US,mobile
0ff94cb4,FR,desktop
84fa84d9,US,desktop
1aa2fc4c,US,desktop
f0c36442,GB,desktop
2fd36a2b,US,desktop
37415cb1,US,unknown
59ce5d57,GB,desktop
5bd294ba,FR,desktop
6f7acd67,US,mobile
27d74980,US,desktop
e81e7c13,CA,desktop
29171f3b,AT,desktop
c694d200,JP,desktop
2c4d9bc0,US,desktop
90d89d24,CZ,desktop
e0de98cc,ZA,tablet
ccda2bba,US,desktop
a783d18d,US,desktop
2c81ada5,GB,desktop
1b8c3d1e,EU,desktop
e3e5b5f8,US,desktop
b652950d,GB,tablet
8d0393c9,IL,desktop
86122548,US,desktop
a4cbd287,DE,desktop
a61bcf10,US,desktop
d2962052,US,desktop
6806a9be,PH,desktop
a18890fe,PT,desktop
442b447b,CL,desktop
d9f8b17a,US,desktop
58c29887,FR,desktop
eb896b54,AU,desktop
df1bc282,CA,desktop
281d9143,DK,desktop
bd19825d,US,unknown
b230aa2d,US,desktop
6f873f7c,US,mobile
edadb399,CA,desktop
a25d012c,IL,desktop
261ac109,US,desktop
1413db9d,DE,desktop
f1a3c9a5,GB,desktop
691e549b,ES,desktop
f0edb856,US,desktop
5807fb96,US,desktop
c31c57db,US,desktop
bf750e9b,FR,desktop
daf2aebe,US,desktop
89a66e3f,GB,desktop
b1c7be23,CA,desktop
aa9d227c,US,desktop
0450c210,GB,desktop
a1eb24cb,JP,desktop
91fa906e,US,desktop
30ff17ca,US,desktop
33263878,US,desktop
aed419c1,HK,desktop
30e83515,US,desktop
80e480d9,AR,desktop
6dbdc36b,AU,desktop
e185621e,NO,mobile
5abde49a,BR,desktop
95bad901,US,desktop
b06fc062,US,desktop
b1e456ab,US,desktop
6da868b9,NL,desktop
9887c9e8,US,desktop
6c2c15fb,GB,desktop
8dc34e0d,US,desktop
8b5957cb,US,desktop
0a91b51a,AT,desktop
23a29739,CH,desktop
ff898c2d,ES,desktop
58895dea,CA,desktop
5120e978,UY,desktop
41bc3338,US,mobile
df56fdfa,US,desktop
b2d472ec,BR,mobile
415e02d0,BR,desktop
1ba70e9d,IN,desktop
86be4ccb,US,desktop
97d5c6a3,GB,desktop
a4544ad0,JP,desktop
bb0fcf53,SE,desktop
67b2878f,RU,desktop
dd959214,US,desktop
9d3802e9,RU,desktop
09adfd54,US,desktop
e664c161,IN,desktop
1d1cf95e,SE,desktop
44674bbe,GB,desktop
d54230aa,FR,desktop
cd9d10cd,US,desktop
65aaa522,US,desktop
4557f371,IT,desktop
32b1ed67,BR,desktop
b5893ca4,US,desktop
4f910e2b,CH,desktop
f8b56e18,AU,desktop
17216b12,US,desktop
42530956,US,unknown
97568b64,US,desktop
df9af3a6,BR,tablet
52720324,US,desktop
c5b04e59,CA,
192baf69,GB,desktop
cef45cfc,ZA,mobile
ca3300a3,US,mobile
73d504e5,HU,desktop
0e7e0fac,US,desktop
a14c621b,CA,desktop
0e142ed0,US,desktop
239bc25f,US,desktop
4e9f6eca,US,desktop
23062f20,DE,desktop
cc99e65a,PL,desktop
27daabf6,US,desktop
271f8b45,US,desktop
927f50d1,US,unknown
eae8a4bc,NL,desktop
e295923b,AT,desktop
363d7919,US,desktop
31230562,US,mobile
4bec38a6,GB,desktop
14af20df,US,desktop
3c8fb2a4,CH,desktop
4a697356,US,desktop
ae74049d,CA,desktop
e3149517,US,desktop
dfbab90f,IL,desktop
a2ed3329,US,unknown
b4b1b64e,US,desktop
d73061f0,FR,desktop
c233c219,US,desktop
f03cc6b1,US,desktop
29a55c24,US,desktop
f7242a55,FR,desktop
54407f09,US,desktop
93e4d1de,IE,desktop
51e63bcc,US,desktop
0b0f8dc2,BE,desktop
8fe85c70,US,desktop
cc94a401,HK,desktop
cc803d4e,NL,desktop
03d11796,US,desktop
a5646a3d,ES,desktop
9eb8665a,NL,desktop
f37f47b4,GB,desktop
ca5a2cc3,SE,desktop
462630bf,US,desktop
be05a541,DE,desktop
24ca070f,BR,desktop
04edb4c9,SE,desktop
df679aa6,US,desktop
1209f477,DE,desktop
c1ff01d2,HU,desktop
972be31e,GB,desktop
8dc8ce90,US,desktop
00806d7a,SE,desktop
3f4dd6d9,US,desktop
6a6d29d9,US,desktop
78a634e2,US,desktop
5fad25eb,AU,desktop
415da0c9,US,desktop
1cc962c6,PT,desktop
9d50ee93,US,mobile
18e6bf45,AU,mobile
3691938f,US,desktop
2e198318,SE,desktop
e656213d,BR,desktop
7f6eacab,KR,desktop
b4bfc234,US,desktop
495e210b,US,unknown
60ef8555,US,mobile
67d6718b,US,desktop
49ee0b42,DZ,desktop
3b3ba791,GB,desktop
8a1f1ba6,US,mobile
bd6bb4ba,DE,desktop
1057a5c8,US,desktop
84220697,GB,desktop
cd543e33,US,unknown
7f6dbf9a,DE,desktop
da02c156,US,desktop
60e99c0a,MX,desktop
68883905,US,desktop
cd60ff73,NL,desktop
68165b48,CA,desktop
34248988,FR,desktop
81fdea1c,DE,desktop
f35f3f59,AU,tablet
4a336bd4,US,desktop
8a6ce456,US,desktop
c3b68940,US,desktop
1aa7c307,ES,desktop
b66f3019,BR,desktop
731e988f,US,desktop
a8cbaa29,US,desktop
f6ced9d8,CA,desktop
17456ae4,US,desktop
54182f32,US,desktop
29c1aa8b,HK,desktop
0aed2d69,,unknown
257ddc55,US,mobile
90eca615,DK,desktop
8162a149,KR,desktop
b9d8573c,GB,desktop
02fb8c48,DE,desktop
a61a7ad0,US,desktop
9f18cecf,US,desktop
41417000000000001388410086952943653300070294487040,AU,desktop
947dc32a,AU,desktop
a4b1e34e,US,desktop
0ccc8eb7,IL,mobile
75c846be,TW,desktop
4e5a41b3,CA,desktop
f85e7cd2,FR,desktop
6a2a7ef5,US,desktop
18d5684b,US,desktop
2c1d59a4,NG,desktop
72f79d93,US,desktop
53479f8d,GB,desktop
b9635f1d,JP,desktop
c5d23bfa,GB,desktop
fb441ee8,FR,desktop
439156b1,CA,desktop
fae48c93,US,desktop
c5c2264a,GB,desktop
89bd1964,US,desktop
946c5402,US,desktop
4d079f97,US,desktop
d9cd5614,ES,desktop
a7acb68b,US,mobile
a1341e81,NL,desktop
30cdafd5,DK,desktop
d2b075bf,CA,desktop
ebb80eea,US,mobile
b54835b5,NO,tablet
69884c99,TH,desktop
30470782,AU,desktop
a252c490,US,desktop
3244fc36,US,desktop
d251dc7f,US,desktop
9b86c260,US,mobile
5fd879f9,FR,desktop
8ded8a79,US,desktop
e92eb056,US,desktop
e50e66ae,US,mobile
1fdbc96d,DE,desktop
5470c6cc,CA,desktop
1921003a,BR,desktop
e6d9d5da,US,desktop
f8832639,AU,desktop
d025676f,AU,desktop
18fd63e0,US,desktop
dedd7002,NL,desktop
e797b68b,GB,desktop
9e5156db,JP,desktop
d01aa531,US,desktop
9c8881b6,US,mobile
28078686,AU,desktop
c9f2be30,ES,desktop
85c1bdd8,US,desktop
c1d08d80,ZA,desktop
91a297c1,DK,desktop
28fef390,NO,desktop
dde44406,US,desktop
74e1ae03,CA,desktop
9cb2d8a4,KR,desktop
46e95a7d,NL,desktop
17527c8a,ES,desktop
83e05723,FR,mobile
64d97570,US,desktop
d5090817,NO,desktop
38e7af6b,US,tablet
8ac63db9,GB,desktop
80ca646e,CA,desktop
506854da,US,desktop
dd29dfbf,US,desktop
3050998e,GR,unknown
093bab9d,KR,desktop
9dd2a872,US,mobile
821063b9,US,desktop
cee2000e,GB,desktop
b8673a7c,US,desktop
62c9e6eb,RU,desktop
657d5858,AU,desktop
992c226d,IN,desktop
ea19a4df,US,desktop
0227cdfc,US,desktop
60e4be76,MX,desktop
1d341d93,US,desktop
7b4b3f99,US,desktop
e2966d5c,US,desktop
4331e30c,GB,desktop
8ecaf86a,US,mobile
a3c88046,IL,desktop
f3c60781,US,desktop
0c9b724d,BR,desktop
a645984d,AU,desktop
42a6e6d7,US,mobile
0ad51d88,TR,desktop
90ac382f,BR,desktop
ab922e61,US,desktop
7b0c2f37,US,desktop
9f3cd3ac,US,desktop
967bb002,BR,desktop
c8a5c229,ZA,mobile
3309959,US,desktop
e1391c97,PL,desktop
647cd090,DE,unknown
28c8dc33,US,desktop
f88997f5,US,desktop
288238f2,US,desktop
e68d81a8,US,mobile
3101d796,US,desktop
ebde12a9,AE,mobile
1429719e,US,desktop
513e6500,NG,desktop
ab7a06f2,US,desktop
167f7c12,US,desktop
b4f2c508,US,desktop
3638bf51,US,desktop
68f6e1bf,AT,desktop
17c7cb7b,US,desktop
d7530947,BR,desktop
8adff5d1,US,mobile
fbc8b942,US,desktop
7cf7575d,US,desktop
1797fc86,CA,desktop
331915fa,US,desktop
bcae55d7,GB,desktop
e8b343ad,IE,desktop
3107c187,GB,desktop
0172bf90,JP,desktop
6b5a34f4,US,mobile
03f095e0,KR,desktop
192d5556,US,desktop
d1f18d7a,IE,unknown
15dfa227,IT,desktop
03bd1809,TH,desktop
23e4318c,NO,desktop
b03580ed,US,desktop
bb350cd9,US,desktop
c52934c8,ML,desktop
6197f803,US,desktop
d3650406,JP,desktop
122e9e39,GB,tablet
56ec2dd2,US,desktop
54210798,MX,desktop
8f85baa1,US,tablet
ff54737b,DE,desktop
6d2740ee,FR,desktop
5ee71b91,AU,desktop
f56642bd,NZ,desktop
cf6f29f9,BR,desktop
49f766d8,CR,desktop
b8a3621b,FR,desktop
2d577eaa,GB,desktop
8dbe4d36,US,desktop
611e5c50,US,desktop
cf798e88,US,desktop
8cca58cf,IT,mobile
69ae5638,CA,desktop
7f232784,US,desktop
961e4649,US,desktop
f8b749c3,AU,desktop
0b000ae5,FR,desktop
1158b6eb,US,desktop
22236b35,DE,desktop
b3ce0d3d,GB,desktop
93222d2f,US,desktop
99ef93a7,DE,desktop
beb16b67,GB,desktop
803650fa,US,tablet
fdf30bd7,US,desktop
4cd7b87b,NO,desktop
54db33b8,SE,desktop
e589e15f,US,desktop
54975b69,US,desktop
e1dc386d,DE,desktop
d29463e4,JP,desktop
db5aeff0,US,desktop
fe291e31,US,desktop
1a0b196a,US,desktop
24ef1b83,US,desktop
a85381d5,IN,desktop
adbfbc3d,IN,desktop
83be736a,DE,desktop
d90a6987,NL,desktop
7fc354b2,US,mobile
726f2542,GB,mobile
9d7b99be,GB,desktop
49948a97,MX,desktop
15dd056b,FR,desktop
b544b05f,BR,mobile
838e6f8e,GB,unknown
7eb833b9,US,desktop
6271db32,CH,desktop
806dfa47,CA,desktop
b8d99a77,US,desktop
ec5af364,AL,desktop
76adebbe,GB,desktop
4271e1a3,JM,desktop
6bd6dd86,IN,mobile
b09634b7,GB,unknown
3324c5b9,IL,desktop
277a8a8a,US,desktop
cb34d2f9,US,desktop
63effe8b,US,desktop
d4dec58f,NL,desktop
cab4437f,AU,desktop
1cd5d65f,US,desktop
e3466d97,GB,desktop
b8d138e2,CH,desktop
f7f78e87,CA,desktop
74583152,US,desktop
f85553e9,IT,desktop
26c2a6a0,US,mobile
71f64556,US,desktop
a0e3aca8,CL,desktop
5dbb56ac,GB,desktop
e2f0e8cb,US,unknown
9d4fa6ce,US,desktop
33ea9f19,GB,unknown
49fd0767,DE,desktop
444bf0ad,US,desktop
cfd12605,US,desktop
ab9de240,US,desktop
9b530c7b,AU,desktop
223fa8b1,CA,desktop
ca3c7d7b,ES,desktop
47f9aa66,HK,desktop
72b19ea6,PL,desktop
05f99535,CA,desktop
69c09674,US,desktop
b38d2885,NZ,desktop
7f4a2c41,SK,desktop
89ecdcc6,KR,desktop
69513106,DK,desktop
dfa71ff4,DE,desktop
410dd7de,US,desktop
6bee5dbb,US,desktop
040576df,CA,desktop
37e67292,GB,desktop
f790ac1c,NG,desktop
a4963177,GR,desktop
5fc58846,US,desktop
c46b834b,US,desktop
638c3e5f,US,desktop
3bc3a09c,US,mobile
8716cb19,US,desktop
1365da6b,TR,desktop
03cdf413,US,desktop
3b471d31,US,desktop
45e625ea,US,desktop
a8cca665,US,desktop
9580564f,US,desktop
9257329b,JP,desktop
5a1c9d79,FR,desktop
edbdd805,DE,desktop
f699feef,MX,desktop
50a47587,US,desktop
8f773452,RU,desktop
80b85815,US,desktop
b363ba4a,AU,desktop
dd9b51c1,US,unknown
823f45e1,NZ,desktop
629e20a6,JP,desktop
10bb7209,US,desktop
dfb65772,PE,desktop
568000000000000046016835983447045125792602589897970145785456623616,AR,desktop
4599b633,MX,desktop
ec093a04,PL,desktop
698b5eaa,VN,desktop
5cd298df,US,desktop
f40ceb09,US,desktop
1353999999999999927018220707409682380746414336935723008,US,mobile
b433b1e9,US,desktop
ecca55d7,GB,desktop
a5482e10,GB,desktop
fbd3e666,NL,desktop
b48088e8,CH,desktop
143f6ccf,IT,desktop
fef381c8,US,desktop
df4e77ad,US,unknown
b17d9fda,FR,desktop
4ea96fdf,US,desktop
e57d1147,US,desktop
ed7df208,US,desktop
072b4fae,NL,desktop
c73fa8b2,US,desktop
dc6f434e,US,unknown
cde5238a,US,desktop
4fbb1ec0,JO,desktop
cd52291d,NZ,desktop
f104ec87,US,desktop
3594eb46,MX,desktop
5ed0ed5d,US,desktop
72c4b740,IN,desktop
f4c3bc4c,US,desktop
aab20dc5,BR,desktop
647e97c6,US,desktop
ef57b213,US,desktop
f563d762,US,desktop
51d22b67,KR,mobile
34f929cf,US,unknown
c26fb539,US,mobile
91439092,JP,desktop
a1dc4681,IT,desktop
bfbce7e1,ES,desktop
b0adc51a,US,desktop
307ede91,US,desktop
344489999999999994878622729665653552004914342817708376064,US,mobile
ae632286,US,desktop
bb2b510f,FR,desktop
ac5d0dea,DE,desktop
d2307e07,US,desktop
e2b54299,NL,unknown
e9a78dbc,ES,unknown
c6d7d8f1,CA,desktop
680e9e3d,HK,desktop
95b57886,GB,desktop
0c963938,US,desktop
cdd41dcc,CH,desktop
165d6d9a,US,desktop
4ee8845f,IE,desktop
a5f0a626,US,desktop
1e1d2487,HK,desktop
2987046c,SE,desktop
6990d521,US,desktop
b3d4b2aa,US,desktop
a22cbd63,PE,desktop
e59331c2,US,mobile
47940da6,MX,desktop
268b07c0,US,desktop
925ec7b0,AU,mobile
ee899ad8,CA,desktop
f29e7b78,DE,desktop
a2ecca72,AU,tablet
e864e010,TH,desktop
fe50dbb0,US,desktop
f9a1500f,GB,desktop
92697ad6,US,mobile
1043000000000000079446056150746135794444984355519171934622904492202692570925422870528,DE,desktop
675be2f4,IE,desktop
fe4754b5,US,desktop
6a119a86,US,mobile
950474a6,CA,desktop
cdb655d6,US,desktop
1a2b8ffd,US,desktop
4889eb4a,IL,desktop
f37c958b,DK,desktop
8a19538a,US,desktop
2e9c14ff,US,desktop
3f02efdf,JP,desktop
83cc8c04,US,desktop
0188d8b2,DE,desktop
854054ed,DK,desktop
a577b723,JP,desktop
0a93de08,US,desktop
25e42159,US,desktop
3cadc5be,US,desktop
a670e5a8,US,desktop
ed5e72e0,US,mobile
adb0940c,US,desktop
6c6b5390,IL,desktop
21a5d1a6,US,mobile
11f526c0,US,mobile
77ca15e2,US,unknown
45bee0a5,US,desktop
8b01d0c6,US,desktop
83ea7882,AU,tablet
3485710,PE,desktop
14450856,US,mobile
a15b8d0c,AU,desktop
b846f0b9,US,desktop
43037721,US,desktop
50a3d190,BE,desktop
9d61ea4d,US,desktop
ee9947ab,US,desktop
3692c70f,PE,desktop
9d583cd5,US,unknown
3a79087b,US,tablet
b8c9722c,AR,desktop
d39edfa6,US,desktop
a6dcafbf,US,mobile
c46c4005,US,desktop
b5f80b82,GB,desktop
b39f2926,RU,desktop
5d17e1f2,US,desktop
981cf87f,DE,desktop
3b30d090,GB,desktop
fd5cd028,US,desktop
3eaddfd9,US,unknown
d63f9df4,DE,desktop
888ceb82,JP,desktop
8d9bcb36,US,desktop
da6e1731,GB,desktop
c71b090b,US,desktop
99cc1765,IE,mobile
cd780c94,US,unknown
0dc3debf,HU,tablet
bb12335f,US,unknown
11f5d6cd,DE,desktop
0be71ce8,US,desktop
69b91bdf,GB,desktop
3c6c5578,GB,desktop
5b711f94,PL,desktop
7d786455,GB,desktop
affb2542,US,desktop
49e8b98a,US,desktop
c1653057,AU,desktop
8418b13e,GB,desktop
23d207ee,US,desktop
54376261,IL,desktop
04dede77,DE,desktop
c53e7b17,CA,desktop
3179959,US,desktop
488332f0,US,desktop
2b9ca195,ES,desktop
a2d812c5,GR,desktop
9d74a54f,US,desktop
693df315,DE,desktop
07890ea2,IT,desktop
4ab634d4,US,desktop
faedbfba,CA,desktop
61ea7adb,US,desktop
e3ad4429,CA,unknown
2bb58e4a,US,desktop
d62bb1e8,AU,desktop
0eadcf8f,CO,desktop
ab5b8b3e,DE,desktop
6fd5ece8,,unknown
11a96d23,NL,desktop
bf7da81d,US,tablet
b324d279,GB,desktop
2d212860,US,desktop
43c8f6f2,BR,desktop
97d5c568,US,desktop
cae0bbd9,US,mobile
b18ba688,AU,desktop
ae9cdb7b,FR,desktop
e865d013,RO,desktop
8151ff38,KR,desktop
19801d28,US,desktop
b7dfd944,US,desktop
f4142de1,,desktop
15bc3477,US,desktop
050bb70b,AU,desktop
eaf4478c,AR,desktop
0acee5ed,US,tablet
f7283b13,US,desktop
3248bd7c,US,desktop
82cade75,GB,desktop
d2f9b937,US,mobile
a8887184,GB,desktop
62d3fea2,US,desktop
cfed7021,US,desktop
02ba1f95,US,desktop
fa2ab21e,US,desktop
44095263,JP,desktop
67191949,US,desktop
1eb3632b,KR,desktop
739622cd,ES,desktop
42812ed7,AU,desktop
70b87df8,SE,desktop
678e4bee,US,desktop
4715f349,US,desktop
416b90e5,SK,unknown
1311f1e8,US,desktop
e17f2d45,BR,desktop
3ab8d8c3,CA,desktop
6576068a,US,desktop
20e75c95,NL,desktop
cec6bda6,TH,desktop
2b09e943,US,desktop
39a00606,US,mobile
60dd28c2,RO,mobile
de131f4d,US,desktop
273597f5,DE,desktop
9d8db01b,US,mobile
d0899402,TR,desktop
9ccb83cb,US,desktop
5c8eadb9,CA,desktop
