customer_id,order_id,order_date,ship_ts,product_name,product_id,order_amount_usd,purchase_platform,marketing_channel,account_creation_method,country_code,order_year,order_month,order_month_name,order_year_month,date_key
11b83a31,1be22884cf910238,2020-07-23 00:00:00,2020-07-24,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,7,Jul,2020-07,20200723
d876370d,1be63aacd0691455,2020-04-22 00:00:00,2020-04-25,Nintendo Switch,e682,149.03,website,direct,desktop,LU,2020,4,Apr,2020-04,20200422
f047e742,1be9e68aa84101569,2019-08-19 00:00:00,2019-08-21,Nintendo Switch,e682,145.97,website,affiliate,unknown,SE,2019,8,Aug,2019-08,20190819
5355da16,1bf7036d39836726,2019-09-27 00:00:00,2019-09-29,JBL Quantum 100 Gaming Headset,ab0f,19.35,website,direct,desktop,CA,2019,9,Sep,2019-09,20190927
c2445630,1bfb005198882230,2020-12-28 00:00:00,2020-12-29,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201228
f9578c8b,1bfb5ee5234105327,2020-05-25 00:00:00,2020-05-26,Nintendo Switch,e682,168.0,website,social media,tablet,US,2020,5,May,2020-05,20200525
687980b5,1c072b04ac245085,2020-07-30 00:00:00,2020-08-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,7,Jul,2020-07,20200730
50542a90,1c0b9a2dc5b35591,2020-03-21 00:00:00,2020-03-24,27in 4K gaming monitor,891b,408.0,website,direct,desktop,US,2020,3,Mar,2020-03,20200321
5e397610,1c0c513793441093,2020-10-30 00:00:00,2020-11-01,JBL Quantum 100 Gaming Headset,ab0f,23.16,mobile app,social media,tablet,AU,2020,10,Oct,2020-10,20201030
ca27e0ec,1c0cb45c22c85454,2020-08-22 00:00:00,2020-08-24,Nintendo Switch,e682,149.9,website,direct,desktop,CA,2020,8,Aug,2020-08,20200822
ca27e0ec,1c0cb45c22c85455,2020-08-22 00:00:00,2020-08-24,Nintendo Switch,e682,149.9,website,direct,desktop,CA,2020,8,Aug,2020-08,20200822
c3df11bf,1c0f15ed2bf82958,2019-06-24 00:00:00,2019-06-26,JBL Quantum 100 Gaming Headset,ab0f,24.32,mobile app,email,mobile,US,2019,6,Jun,2019-06,20190624
e0745699,1c1b2e4b3bb94903,2020-04-30 00:00:00,2020-05-01,Nintendo Switch,e682,149.03,website,direct,desktop,BE,2020,4,Apr,2020-04,20200430
f6d4a3ec,1c2a3134c9e104277,2019-07-13 00:00:00,2019-07-15,Sony PlayStation 5 Bundle,54ed,1440.0,website,direct,desktop,US,2019,7,Jul,2019-07,20190713
413b99b0,1c2aeb4b97e29482,2020-07-18 00:00:00,2020-07-21,27in 4K gaming monitor,891b,480.0,website,email,mobile,US,2020,7,Jul,2020-07,20200718
5075b9f4,1c2f37a9d3735634,2019-04-16 00:00:00,2019-04-17,Nintendo Switch,e682,153.34,website,direct,desktop,DE,2019,4,Apr,2019-04,20190416
6e2130ba,1c301c7357647533,2020-11-12 00:00:00,2020-11-13,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,11,Nov,2020-11,20201112
0382bdce,1c30d2e7ddc4581,2020-04-26 00:00:00,2020-04-28,JBL Quantum 100 Gaming Headset,ab0f,22.8,mobile app,email,mobile,US,2020,4,Apr,2020-04,20200426
613e5f8f,1c33a45208e42284,2019-10-28 00:00:00,2019-10-31,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,10,Oct,2019-10,20191028
3a0a481c,1c357ef0beb26485,2020-09-09 00:00:00,2020-09-11,27in 4K gaming monitor,891b,421.67,website,direct,desktop,KR,2020,9,Sep,2020-09,20200909
933078000000,1c364efecba2756,2020-06-20 00:00:00,2020-06-23,Dell Gaming Mouse,f81e,49.98,mobile app,email,mobile,US,2020,6,Jun,2020-06,20200620
e4b63a46,1c3ca1f3cef96603,2019-09-07 00:00:00,2019-09-10,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,KZ,2019,9,Sep,2019-09,20190907
4f2a9e4a,1c404ccf61935119,2020-09-12 00:00:00,2020-09-13,Nintendo Switch,e682,168.0,website,email,desktop,US,2020,9,Sep,2020-09,20200912
0a93bde8,1c4367a74997345,2019-06-15 00:00:00,2019-06-16,Nintendo Switch,e682,134.4,website,affiliate,unknown,US,2019,6,Jun,2019-06,20190615
527c553a,1c43ea8b15236390,2019-11-25 00:00:00,2019-11-27,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,11,Nov,2019-11,20191125
89c66240,1c462bdd8b458512,2020-12-30 00:00:00,2021-01-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201230
ab264d5e,1c47b8e59dd72573,2020-11-19 00:00:00,2020-11-21,Nintendo Switch,e682,181.02,website,direct,desktop,GB,2020,11,Nov,2020-11,20201119
c685a960,1c4b91bdefb83983,2019-06-10 00:00:00,2019-06-13,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,IN,2019,6,Jun,2019-06,20190610
465a6fa6,1c4fe42733831541,2019-03-11 00:00:00,2019-03-12,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,social media,tablet,US,2019,3,Mar,2019-03,20190311
3167cd63,1c586d623de23094,2020-10-22 00:00:00,2020-10-25,JBL Quantum 100 Gaming Headset,ab0f,26.23,website,direct,desktop,GB,2020,10,Oct,2020-10,20201022
e312d794,1c5b54a8aa295915,2020-05-25 00:00:00,2020-05-26,Nintendo Switch,e682,168.0,website,email,mobile,US,2020,5,May,2020-05,20200525
a7402b9f,1c5eef7c48d70859,2020-09-21 00:00:00,2020-09-24,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200921
dfc75fbf,1c61243968294599,2019-12-27 00:00:00,2019-12-28,JBL Quantum 100 Gaming Headset,ab0f,25.36,website,direct,desktop,GB,2019,12,Dec,2019-12,20191227
dfc75fbf,1c61243968294600,2019-12-27 00:00:00,2019-12-28,JBL Quantum 100 Gaming Headset,ab0f,25.36,website,direct,desktop,GB,2019,12,Dec,2019-12,20191227
63c5a1a6,1c6a00e932643217,2020-04-29 00:00:00,2020-05-02,JBL Quantum 100 Gaming Headset,ab0f,23.08,mobile app,email,mobile,CH,2020,4,Apr,2020-04,20200429
21b3aaf4,1c72df4a6ae16713,2020-02-07 00:00:00,2020-02-10,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200207
5fd53171,1c782a9554741721,2020-09-05 00:00:00,2020-09-07,Nintendo Switch,e682,168.0,website,affiliate,unknown,US,2020,9,Sep,2020-09,20200905
d1b07c9b,1c7d96945bb88517,2020-08-24 00:00:00,2020-08-27,27in 4K gaming monitor,891b,384.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200824
d1b07c9b,1c7d96945bb88518,2020-08-24 00:00:00,2020-08-27,27in 4K gaming monitor,891b,384.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200824
39d1a99b,1c7e804177c26410,2020-08-08 00:00:00,2020-08-09,JBL Quantum 100 Gaming Headset,ab0f,23.22,mobile app,email,desktop,BR,2020,8,Aug,2020-08,20200808
5d4ee586,1c7f79b8f9640681,2020-04-30 00:00:00,2020-05-03,27in 4K gaming monitor,891b,472.26,website,direct,desktop,GB,2020,4,Apr,2020-04,20200430
ccf4d4a9,1c8212efc5886570,2019-12-09 00:00:00,2019-12-12,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,12,Dec,2019-12,20191209
2e26669b,1c9374faf0721698,2020-09-01 00:00:00,2020-09-02,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200901
2e26669b,1c9374faf0721699,2020-09-01 00:00:00,2020-09-02,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200901
c4271446,1c98ea3e24583070,2019-05-03 00:00:00,2019-05-06,27in 4K gaming monitor,891b,420.03,website,direct,desktop,IE,2019,5,May,2019-05,20190503
eea08f07,1c9a13e5399100811,2020-09-13 00:00:00,2020-09-14,27in 4K gaming monitor,891b,385.11,website,direct,desktop,GB,2020,9,Sep,2020-09,20200913
a6359170,1c9a24f725570421,2019-10-28 00:00:00,2019-10-31,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,10,Oct,2019-10,20191028
2554e9f3,1c9cfdb92c218090,2020-12-21 00:00:00,2020-12-22,27in 4K gaming monitor,891b,397.54,website,affiliate,unknown,US,2020,12,Dec,2020-12,20201221
89b7b70c,1ca5a3b921058482,2020-12-12 00:00:00,2020-12-13,Nintendo Switch,e682,148.35,website,direct,desktop,AU,2020,12,Dec,2020-12,20201212
4527067e,1ca8db4429b31070,2020-03-11 00:00:00,2020-03-13,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,3,Mar,2020-03,20200311
0389f3af,1cabfcc9e944597,2019-05-06 00:00:00,2019-05-08,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2019,5,May,2019-05,20190506
99c1acd6,1caedbd00ae65014,2020-09-16 00:00:00,2020-09-18,JBL Quantum 100 Gaming Headset,ab0f,16.59,website,direct,desktop,AU,2020,9,Sep,2020-09,20200916
b397e124,1cb56e14b5376104,2019-08-30 00:00:00,2019-09-02,JBL Quantum 100 Gaming Headset,ab0f,24.18,mobile app,direct,desktop,US,2019,8,Aug,2019-08,20190830
786d5efc,1cb654edb5451509,2020-11-20 00:00:00,2020-11-21,27in 4K gaming monitor,891b,384.0,website,direct,desktop,US,2020,11,Nov,2020-11,20201120
980cb5f6,1cb6a01bcde64376,2019-09-18 00:00:00,2019-09-21,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190918
83b6c7d8,1cb705cd80556079,2020-04-10 00:00:00,2020-04-13,Nintendo Switch,e682,143.32,website,direct,desktop,KR,2020,4,Apr,2020-04,20200410
f2a7e968,1cb89cc73e1102559,2020-09-20 00:00:00,2020-09-21,27in 4K gaming monitor,891b,397.62,website,direct,desktop,US,2020,9,Sep,2020-09,20200920
a128651c,1cc020b941668161,2020-12-19 00:00:00,2020-12-20,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201219
a128651c,1cc020b941668162,2020-12-19 00:00:00,2020-12-20,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201219
a128651c,1cc020b941668163,2020-12-19 00:00:00,2020-12-20,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201219
d856a839,1cc113c1cd291394,2020-02-07 00:00:00,2020-02-10,27in 4K gaming monitor,891b,365.86,website,direct,desktop,US,2020,2,Feb,2020-02,20200207
87180029,1cc5074eec92316,2020-08-09 00:00:00,2020-08-10,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200809
d1409360,1cceca8096988372,2020-04-23 00:00:00,2020-04-24,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,4,Apr,2020-04,20200423
43838fa1,1cd06eec3a430393,2020-09-22 00:00:00,2020-09-23,Nintendo Switch,e682,48.45,website,direct,desktop,TR,2020,9,Sep,2020-09,20200922
ffc4a356,1cd3fbf13dc108017,2019-08-30 00:00:00,2019-08-31,27in 4K gaming monitor,891b,464.08,website,direct,desktop,GB,2019,8,Aug,2019-08,20190830
df7ab34a,1cd748ac85394467,2020-02-23 00:00:00,2020-02-25,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200223
a88f8b77,1cd97e3d30f71421,2019-08-22 00:00:00,2019-08-23,27in 4K gaming monitor,891b,265.2,website,affiliate,unknown,US,2019,8,Aug,2019-08,20190822
357f030f,1ce11a4baec24664,2020-05-13 00:00:00,2020-05-15,27in 4K gaming monitor,891b,411.36,website,direct,desktop,SE,2020,5,May,2020-05,20200513
fd014dac,1ce15d26e79106862,2019-09-09 00:00:00,2019-09-11,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190909
81e53714,1ce32c6ef2a55397,2020-07-10 00:00:00,2020-07-12,Nintendo Switch,e682,168.0,website,direct,desktop,AE,2020,7,Jul,2020-07,20200710
adf621fc,1cea14edf0873730,2020-11-02 00:00:00,2020-11-04,Nintendo Switch,e682,148.53,website,direct,desktop,KR,2020,11,Nov,2020-11,20201102
b1998ff3,1ceb83be85375267,2020-08-24 00:00:00,2020-08-27,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,email,desktop,US,2020,8,Aug,2020-08,20200824
8e251da4,1cef83aebae60355,2020-02-10 00:00:00,2020-02-13,27in 4K gaming monitor,891b,421.2,website,affiliate,unknown,US,2020,2,Feb,2020-02,20200210
3b2fa07c,1cf336f6abe26966,2020-09-07 00:00:00,2020-09-08,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200907
b8ed612e,1cf7dd11fe078336,2019-06-22 00:00:00,2019-06-23,Lenovo IdeaPad Gaming 3,9ef0,1198.0,website,direct,desktop,US,2019,6,Jun,2019-06,20190622
35ac273a,1cf964d7bee24744,2019-04-09 00:00:00,2019-04-10,Lenovo IdeaPad Gaming 3,9ef0,1198.0,website,direct,desktop,IL,2019,4,Apr,2019-04,20190409
f0bc2f82,1cf9a0add09101771,2020-05-10 00:00:00,2020-05-12,Nintendo Switch,e682,168.99,website,direct,desktop,GB,2020,5,May,2020-05,20200510
19cb9021,1d013b5165313478,2020-01-24 00:00:00,2020-01-25,Nintendo Switch,e682,162.38,mobile app,email,mobile,US,2020,1,Jan,2020-01,20200124
12d48bee,1d041391a4b10726,2020-04-15 00:00:00,2020-04-17,JBL Quantum 100 Gaming Headset,ab0f,18.27,website,direct,desktop,CA,2020,4,Apr,2020-04,20200415
65bcd451,1d05258266743982,2020-07-28 00:00:00,2020-07-30,JBL Quantum 100 Gaming Headset,ab0f,16.87,website,direct,desktop,AU,2020,7,Jul,2020-07,20200728
a89d8973,1d0a46616a671448,2020-09-25 00:00:00,2020-09-28,27in 4K gaming monitor,891b,365.86,website,direct,desktop,US,2020,9,Sep,2020-09,20200925
08f3f61a,1d0e65233e26694,2019-11-01 00:00:00,2019-11-03,27in 4K gaming monitor,891b,293.28,website,direct,desktop,PL,2019,11,Nov,2019-11,20191101
16377a28,1d0f123f21512036,2020-04-16 00:00:00,2020-04-18,Sony PlayStation 5 Bundle,54ed,1530.0,website,direct,desktop,US,2020,4,Apr,2020-04,20200416
934a90e0,1d17526c95f62494,2020-08-02 00:00:00,2020-08-05,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200802
1b50d9d9,1d17b99575d14109,2019-05-11 00:00:00,2019-05-12,Nintendo Switch,e682,172.1,website,direct,desktop,GB,2019,5,May,2019-05,20190511
baa269b5,1d1909ba7b879081,2020-10-01 00:00:00,2020-10-02,27in 4K gaming monitor,891b,314.35,website,email,desktop,JP,2020,10,Oct,2020-10,20201001
7c4b3fec,1d1b71d2e8d53126,2020-10-04 00:00:00,2020-10-06,27in 4K gaming monitor,891b,408.0,website,direct,desktop,US,2020,10,Oct,2020-10,20201004
dca0f831,1d1d171271093233,2020-05-12 00:00:00,2020-05-14,JBL Quantum 100 Gaming Headset,ab0f,24.26,website,direct,desktop,IN,2020,5,May,2020-05,20200512
7c771575,1d232d60e3d53199,2020-11-29 00:00:00,2020-11-30,Nintendo Switch,e682,160.34,website,direct,desktop,AT,2020,11,Nov,2020-11,20201129
d08f3f36,1d23ff2a93e88092,2019-09-02 00:00:00,2019-09-03,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190902
66573a57,1d2c1e2e39b44235,2019-06-21 00:00:00,2019-06-22,Nintendo Switch,e682,168.0,website,affiliate,unknown,US,2019,6,Jun,2019-06,20190621
506f3091,1d2d2fe614235625,2019-10-02 00:00:00,2019-10-03,Nintendo Switch,e682,150.0,website,affiliate,unknown,DE,2019,10,Oct,2019-10,20191002
b0655292,1d319489fe974771,2020-04-10 00:00:00,2020-04-12,Dell Gaming Mouse,f81e,57.07,mobile app,email,mobile,NZ,2020,4,Apr,2020-04,20200410
089fc7b8,1d3576287d56551,2020-09-02 00:00:00,2020-09-05,Nintendo Switch,e682,155.42,website,social media,tablet,DE,2020,9,Sep,2020-09,20200902
ddfec7f6,1d3aeaade6993804,2020-01-28 00:00:00,2020-01-30,27in 4K gaming monitor,891b,427.19,website,direct,desktop,CA,2020,1,Jan,2020-01,20200128
5517d060,1d3b765e10037445,2020-06-02 00:00:00,2020-06-03,27in 4K gaming monitor,891b,384.0,website,email,mobile,US,2020,6,Jun,2020-06,20200602
8fc42dae,1d45a6e726b61029,2020-05-30 00:00:00,2020-06-02,Nintendo Switch,e682,153.36,website,direct,desktop,JP,2020,5,May,2020-05,20200530
78a019f6,1d462cdfafe51589,2020-05-26 00:00:00,2020-05-27,JBL Quantum 100 Gaming Headset,ab0f,22.7,mobile app,email,mobile,GB,2020,5,May,2020-05,20200526
a724739a,1d4f300f99170810,2020-12-18 00:00:00,2020-12-21,Dell Gaming Mouse,f81e,52.35,mobile app,direct,desktop,LT,2020,12,Dec,2020-12,20201218
a724739a,1d4f300f99170811,2020-12-18 00:00:00,2020-12-21,Dell Gaming Mouse,f81e,52.35,mobile app,direct,desktop,LT,2020,12,Dec,2020-12,20201218
f6e9038c,1d512ab54c4104326,2020-02-29 00:00:00,2020-03-01,27in 4K gaming monitor,891b,331.8,website,direct,desktop,GB,2020,2,Feb,2020-02,20200229
2b4e7bac,1d5428a64c820533,2020-11-01 00:00:00,2020-11-04,Sony PlayStation 5 Bundle,54ed,1800.0,website,direct,desktop,IN,2020,11,Nov,2020-11,20201101
c3400d2f,1d5adaad83482706,2019-12-25 00:00:00,2019-12-26,Nintendo Switch,e682,168.0,website,direct,desktop,ZA,2019,12,Dec,2019-12,20191225
c9035cb9,1d5bdf87bb484998,2020-05-12 00:00:00,2020-05-15,Nintendo Switch,e682,168.0,website,social media,tablet,US,2020,5,May,2020-05,20200512
c888be51,1d5e6af58f884794,2020-11-18 00:00:00,2020-11-20,Nintendo Switch,e682,168.0,website,direct,desktop,PH,2020,11,Nov,2020-11,20201118
85f63e70,1d67af6af8a56997,2020-02-03 00:00:00,2020-02-06,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200203
26de4fc6,1d68877b01a18737,2020-07-14 00:00:00,2020-07-16,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,7,Jul,2020-07,20200714
789a221b,1d68b8420df51575,2019-07-07 00:00:00,2019-07-08,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,VN,2019,7,Jul,2019-07,20190707
19e51a51,1d6b6f0c38613518,2020-02-02 00:00:00,2020-02-03,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200202
0824b2e3,1d6bf86cee16405,2020-10-27 00:00:00,2020-10-28,Sony PlayStation 5 Bundle,54ed,1800.0,website,direct,desktop,US,2020,10,Oct,2020-10,20201027
5309ddf9,1d742feabc536614,2020-08-06 00:00:00,2020-08-09,Nintendo Switch,e682,168.0,website,direct,desktop,IN,2020,8,Aug,2020-08,20200806
722d52e4,1d76c50e49d49042,2020-08-22 00:00:00,2020-08-23,JBL Quantum 100 Gaming Headset,ab0f,23.03,website,direct,desktop,DE,2020,8,Aug,2020-08,20200822
49e60dca,1d7c84f010a32892,2019-10-29 00:00:00,2019-10-30,JBL Quantum 100 Gaming Headset,ab0f,21.82,website,direct,desktop,GR,2019,10,Oct,2019-10,20191029
0b68e5bf,1d8a3533c1f7693,2020-07-08 00:00:00,2020-07-10,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,7,Jul,2020-07,20200708
2422a8d6,1d9ec75709d17612,2020-12-12 00:00:00,2020-12-13,Sony PlayStation 5 Bundle,54ed,2001.65,website,direct,desktop,NL,2020,12,Dec,2020-12,20201212
3211e445,1d9fd97045c23329,2019-12-21 00:00:00,2019-12-22,27in 4K gaming monitor,891b,388.47,website,direct,desktop,FR,2019,12,Dec,2019-12,20191221
3211e445,1d9fd97045c23330,2019-12-21 00:00:00,2019-12-22,27in 4K gaming monitor,891b,388.47,website,direct,desktop,FR,2019,12,Dec,2019-12,20191221
29ab15fc,1da51ed091319852,2020-02-14 00:00:00,2020-02-16,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200214
365f3416,1da88e27a1b25012,2019-03-16 00:00:00,2019-03-19,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,3,Mar,2019-03,20190316
0b9a9fd6,1da913c7bd37760,2020-12-15 00:00:00,2020-12-16,27in 4K gaming monitor,891b,299.92,website,direct,desktop,US,2020,12,Dec,2020-12,20201215
0b9a9fd6,1da913c7bd37761,2020-12-15 00:00:00,2020-12-16,27in 4K gaming monitor,891b,299.92,website,direct,desktop,US,2020,12,Dec,2020-12,20201215
348df7b4,1daea8b204224291,2019-11-07 00:00:00,2019-11-10,27in 4K gaming monitor,891b,387.38,website,direct,desktop,AU,2019,11,Nov,2019-11,20191107
64000000000000002101859999309115269055168804247015148512788059280559808441522431714816084200174554411772768306196635877033503400589535477760,1db0cd2fd3b3107,2019-09-02 00:00:00,2019-09-05,27in 4K gaming monitor,891b,261.25,website,direct,desktop,CA,2019,9,Sep,2019-09,20190902
64000000000000002101859999309115269055168804247015148512788059280559808441522431714816084200174554411772768306196635877033503400589535477760,1db0cd2fd3b3109,2019-09-02 00:00:00,2019-09-05,27in 4K gaming monitor,891b,261.25,website,direct,desktop,CA,2019,9,Sep,2019-09,20190902
96bb9909,1db1e1c460963839,2020-02-11 00:00:00,2020-02-12,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200211
b6cf3f25,1db3f64e5f677453,2020-09-17 00:00:00,2020-09-18,27in 4K gaming monitor,891b,417.26,website,direct,desktop,GB,2020,9,Sep,2020-09,20200917
714cba16,1db56f4d2e448751,2020-09-02 00:00:00,2020-09-04,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200902
714cba16,1db56f4d2e448752,2020-09-02 00:00:00,2020-09-04,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200902
3ca3f765,1db819cc2e627571,2019-11-23 00:00:00,2019-11-24,Nintendo Switch,e682,149.7,website,direct,desktop,DE,2019,11,Nov,2019-11,20191123
3ca3f765,1db819cc2e627572,2019-11-23 00:00:00,2019-11-24,Nintendo Switch,e682,149.7,website,direct,desktop,DE,2019,11,Nov,2019-11,20191123
2274bc26,1db855d0f6216981,2019-05-05 00:00:00,2019-05-08,Sony PlayStation 5 Bundle,54ed,2150.89,website,direct,desktop,RU,2019,5,May,2019-05,20190505
42c5cd5c,1db94924c5930098,2020-07-14 00:00:00,2020-07-15,Nintendo Switch,e682,155.42,website,direct,desktop,ES,2020,7,Jul,2020-07,20200714
b3155d2f,1dbbb0003d175875,2019-09-01 00:00:00,2019-09-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190901
b3155d2f,1dbbb0003d175876,2019-09-01 00:00:00,2019-09-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190901
fde84f11,1dbec616cdd107256,2020-10-14 00:00:00,2020-10-15,27in 4K gaming monitor,891b,396.7,website,direct,desktop,US,2020,10,Oct,2020-10,20201014
34ff61c8,1dc1b96489124499,2019-04-08 00:00:00,2019-04-10,27in 4K gaming monitor,891b,281.2,website,direct,desktop,US,2019,4,Apr,2019-04,20190408
1c465713,1dc875f717614540,2020-06-22 00:00:00,2020-06-24,Nintendo Switch,e682,167.4,website,direct,desktop,GB,2020,6,Jun,2020-06,20200622
a9a91701,1dc882b0e8d71927,2020-04-26 00:00:00,2020-04-27,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,4,Apr,2020-04,20200426
5f9df2b7,1dcadf1204e41624,2020-09-09 00:00:00,2020-09-12,Sony PlayStation 5 Bundle,54ed,1955.25,website,direct,desktop,DE,2020,9,Sep,2020-09,20200909
f1ac6a73,1dcc6443259102142,2019-08-15 00:00:00,2019-08-18,Nintendo Switch,e682,151.76,website,direct,desktop,CA,2019,8,Aug,2019-08,20190815
6af996e2,1dccfd8e69246133,2020-09-13 00:00:00,2020-09-14,Nintendo Switch,e682,137.39,website,direct,desktop,SG,2020,9,Sep,2020-09,20200913
6af996e2,1dccfd8e69246134,2020-09-13 00:00:00,2020-09-14,Nintendo Switch,e682,137.39,website,direct,desktop,SG,2020,9,Sep,2020-09,20200913
62346bf4,1dd3a80509742614,2020-02-24 00:00:00,2020-02-25,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200224
b66c3c53,1dd802e00d077288,2020-12-21 00:00:00,2020-12-22,27in 4K gaming monitor,891b,445.51,website,direct,desktop,CA,2020,12,Dec,2020-12,20201221
b66c3c53,1dd802e00d077289,2020-12-21 00:00:00,2020-12-22,27in 4K gaming monitor,891b,445.51,website,direct,desktop,CA,2020,12,Dec,2020-12,20201221
793d0027,1dd8681e48651828,2020-12-18 00:00:00,2020-12-20,Nintendo Switch,e682,159.73,website,direct,desktop,JP,2020,12,Dec,2020-12,20201218
e3d9a2dd,1ddcffb67e996244,2019-10-17 00:00:00,2019-10-20,27in 4K gaming monitor,891b,283.4,website,affiliate,unknown,US,2019,10,Oct,2019-10,20191017
b5872c3c,1ddf2918ae976884,2020-05-02 00:00:00,2020-05-04,JBL Quantum 100 Gaming Headset,ab0f,21.25,website,direct,desktop,ES,2020,5,May,2020-05,20200502
6de3b478,1de8ebcde6947409,2020-02-28 00:00:00,2020-03-01,Nintendo Switch,e682,163.38,mobile app,email,mobile,AU,2020,2,Feb,2020-02,20200228
6ebeda44,1deb4d86d1247775,2020-01-21 00:00:00,2020-01-24,Nintendo Switch,e682,168.0,website,email,mobile,US,2020,1,Jan,2020-01,20200121
45b87b55,1dee7fb133531269,2019-03-25 00:00:00,2019-03-28,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,3,Mar,2019-03,20190325
05ea0844,1df5e4befd35547,2020-08-28 00:00:00,2020-08-31,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200828
fef970ec,1df6ead98ee107679,2019-09-26 00:00:00,2019-09-27,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190926
ef69da81,1df7d636f08101149,2020-10-21 00:00:00,2020-10-23,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,10,Oct,2020-10,20201021
df0272cc,1dfb955415794260,2019-12-08 00:00:00,2019-12-10,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,HU,2019,12,Dec,2019-12,20191208
8c92d4be,1e0234df88359709,2019-08-22 00:00:00,2019-08-23,JBL Quantum 100 Gaming Headset,ab0f,22.03,website,direct,desktop,NL,2019,8,Aug,2019-08,20190822
588c7491,1e03f01fe9738737,2019-07-11 00:00:00,2019-07-13,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,email,mobile,US,2019,7,Jul,2019-07,20190711
108da69c,1e0481b30629796,2020-09-04 00:00:00,2020-09-05,27in 4K gaming monitor,891b,439.93,website,direct,desktop,NL,2020,9,Sep,2020-09,20200904
135752a5,1e0504cbafb10908,2020-09-06 00:00:00,2020-09-09,Nintendo Switch,e682,158.3,mobile app,email,desktop,US,2020,9,Sep,2020-09,20200906
